datetime,Kp,ap,F107
2023-01-01 00:00:00,3.5211784404626107,25.613644421456506,177.60650286311838
2023-01-01 06:00:00,5.359407773631469,139.2397097952993,180.18113680245966
2023-01-01 12:00:00,5.033647514400506,103.14757110405424,178.02680772856178
2023-01-01 18:00:00,3.7311230924641383,31.077726259001487,191.6983801224667
2023-01-02 00:00:00,5.915939664839179,232.47479099579158,188.86142948618186
2023-01-02 06:00:00,3.877431178576434,35.560877692597934,171.5393884664834
2023-01-02 12:00:00,3.0742354742848192,16.970482479750025,197.05007939286895
2023-01-02 18:00:00,4.278603191515242,51.4566224922826,177.13483493810043
2023-01-03 00:00:00,4.937382341456015,94.39585762895638,170.66814655864766
2023-01-03 06:00:00,4.494122889069196,62.755118736915975,176.60498734814846
2023-01-03 12:00:00,5.145434146669815,114.33354219124921,192.48679558738164
2023-01-03 18:00:00,5.439181467259666,149.85546544055015,158.56027722029472
2023-01-04 00:00:00,4.321015440830955,53.506454755601,180.5885917507205
2023-01-04 06:00:00,5.370009556878294,140.60599005102404,175.1169587772113
2023-01-04 12:00:00,5.871141631843102,223.07795405661815,172.42999183519274
2023-01-04 18:00:00,4.186962757497253,47.29171928180627,186.32339954676746
2023-01-05 00:00:00,4.9966935876722784,99.695931398347,162.10243161499554
2023-01-05 06:00:00,4.761794468559575,80.3004145682889,174.00904179021734
2023-01-05 12:00:00,5.407806005566586,145.58693472265108,173.4552161600197
2023-01-05 18:00:00,5.087875388470283,108.43017417310247,188.9519228383684
2023-01-06 00:00:00,4.55630307008929,66.45401544104425,180.30262774483722
2023-01-06 06:00:00,4.645841026940211,72.16662758457616,188.47844279818517
2023-01-06 12:00:00,4.637898592750128,71.64063672491409,181.43817665924118
2023-01-06 18:00:00,4.789176078575577,82.35129470675446,178.9509096361593
2023-01-07 00:00:00,5.641976357795083,180.63027500018185,173.55403010234872
2023-01-07 06:00:00,3.8900506704620357,35.976612476846306,172.24447084185383
2023-01-07 12:00:00,5.4214345890354405,147.42591625741247,165.6876321453779
2023-01-07 18:00:00,5.645707789680894,181.25212872724111,183.29184260364397
2023-01-08 00:00:00,4.918178568835536,92.74092591615288,160.568697721901
2023-01-08 06:00:00,6.913676168598547,582.7341468080753,178.4670219935256
2023-01-08 12:00:00,3.758553972416606,31.872900646532248,182.15523100129585
2023-01-08 18:00:00,4.00465406323773,39.98173398505164,175.25450570183187
2023-01-09 00:00:00,4.8023427335121145,83.35604364891948,179.95742472144826
2023-01-09 06:00:00,6.13025934600558,283.2068401273527,186.89185568351064
